method,split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,0,84,0.642857,0.190289,0.533127,0.111773,0.158441,0.133462
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,1,84,0.547619,0.190853,0.533955,0.114595,0.160536,0.133879
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,2,84,0.476190,0.191417,0.534783,0.108817,0.162201,0.134295
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,3,84,0.619048,0.191981,0.535611,0.105686,0.160010,0.134711
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,4,84,0.726190,0.192545,0.518430,0.103448,0.158461,0.135128
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,5,84,0.595238,0.193109,0.519258,0.107162,0.161199,0.135544
full_finetune_pretrained,heldout_geometry,transient_shear_spike,slip_limited_grasp,6,84,0.571429,0.193673,0.520086,0.108198,0.162007,0.135961
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,0,84,0.380952,0.189895,0.494524,0.116890,0.166430,0.139887
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,1,84,0.595238,0.190507,0.495424,0.112010,0.162985,0.140336
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,2,84,0.511905,0.191119,0.496324,0.114570,0.164897,0.140785
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,3,84,0.464286,0.191731,0.497224,0.116238,0.166166,0.133231
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,4,84,0.535714,0.192343,0.498124,0.114929,0.165292,0.133680
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,5,84,0.547619,0.192955,0.499024,0.107105,0.165490,0.134130
full_finetune_pretrained,heldout_geometry,transient_shear_spike,peg_in_hole_contact_search,6,84,0.559524,0.193567,0.499924,0.107285,0.165688,0.134579
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,0,84,0.404762,0.187627,0.539139,0.112604,0.167337,0.137919
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,1,84,0.464286,0.188173,0.539940,0.111542,0.166634,0.138323
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,2,84,0.607143,0.188719,0.540741,0.108397,0.164431,0.138727
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,3,84,0.369048,0.189265,0.523533,0.114776,0.169084,0.139131
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,4,84,0.488095,0.189811,0.524334,0.112227,0.167309,0.139535
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,5,84,0.559524,0.190357,0.525135,0.110868,0.166392,0.139939
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cloth_edge_pull,6,84,0.500000,0.190903,0.525936,0.112782,0.159827,0.140343
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,0,84,0.511905,0.197737,0.541063,0.109152,0.163828,0.135832
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,1,84,0.488095,0.198283,0.541864,0.110174,0.164625,0.136236
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,2,84,0.464286,0.198829,0.542665,0.111196,0.165421,0.136640
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,3,84,0.476190,0.187369,0.543466,0.110124,0.165575,0.136780
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,4,84,0.500000,0.187915,0.544267,0.109956,0.165514,0.137184
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,5,84,0.476190,0.188461,0.545068,0.110977,0.166311,0.137588
full_finetune_pretrained,heldout_geometry,transient_shear_spike,cable_threading,6,84,0.476190,0.189007,0.545869,0.111404,0.166679,0.137992
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,0,84,0.488095,0.192991,0.497860,0.114321,0.165377,0.134870
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,1,84,0.535714,0.193585,0.498733,0.113594,0.164920,0.135307
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,2,84,0.595238,0.194179,0.499606,0.112569,0.164248,0.135744
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,3,84,0.678571,0.194773,0.500479,0.110949,0.163148,0.136181
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,4,84,0.571429,0.195367,0.501352,0.114091,0.165477,0.136618
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,5,84,0.547619,0.195961,0.502225,0.115150,0.166305,0.137055
full_finetune_pretrained,heldout_geometry,transient_shear_spike,lid_twist_force_control,6,84,0.547619,0.196555,0.503098,0.107609,0.158701,0.137492
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,0,84,0.500000,0.208526,0.523066,0.122477,0.163665,0.138731
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,1,84,0.500000,0.209096,0.523903,0.114918,0.164049,0.139152
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,2,84,0.535714,0.209666,0.524740,0.114470,0.163790,0.139573
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,3,84,0.428571,0.210236,0.525577,0.117593,0.166103,0.139993
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,4,84,0.523810,0.210806,0.526414,0.115657,0.164772,0.140414
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,5,84,0.416667,0.211376,0.527251,0.118781,0.167085,0.140834
full_finetune_pretrained,heldout_geometry,compound_contact_shift,slip_limited_grasp,6,84,0.511905,0.211946,0.528088,0.116845,0.165755,0.141255
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,0,84,0.476190,0.212920,0.491645,0.117307,0.170560,0.140449
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,1,84,0.345238,0.213538,0.492554,0.121063,0.165329,0.140903
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,2,84,0.595238,0.214156,0.493463,0.115295,0.161245,0.141356
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,3,84,0.511905,0.214774,0.494372,0.117860,0.163161,0.141810
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,4,84,0.583333,0.215392,0.495281,0.116556,0.162291,0.142264
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,5,84,0.357143,0.216010,0.496190,0.122692,0.166779,0.142717
full_finetune_pretrained,heldout_geometry,compound_contact_shift,peg_in_hole_contact_search,6,84,0.488095,0.216628,0.497099,0.119900,0.164837,0.143171
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,0,84,0.619048,0.215848,0.526045,0.114029,0.164784,0.142060
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,1,84,0.333333,0.216400,0.526855,0.121603,0.170299,0.142468
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,2,84,0.511905,0.216952,0.527665,0.117570,0.167457,0.142876
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,3,84,0.357143,0.217504,0.528475,0.121870,0.170615,0.143284
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,4,84,0.523810,0.206050,0.529285,0.116934,0.167987,0.143428
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,5,84,0.452381,0.206602,0.530095,0.119151,0.169644,0.143836
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cloth_edge_pull,6,84,0.416667,0.207154,0.530905,0.120475,0.170659,0.136240
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,0,84,0.428571,0.213773,0.527699,0.124683,0.166512,0.139585
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,1,84,0.392857,0.214325,0.528509,0.126007,0.167527,0.139993
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,2,84,0.464286,0.214877,0.529319,0.116649,0.166613,0.140401
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,3,84,0.404762,0.215429,0.530129,0.118568,0.168057,0.140809
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,4,84,0.357143,0.215981,0.530939,0.120189,0.169286,0.141217
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,5,84,0.404762,0.216533,0.531749,0.119430,0.168801,0.141625
full_finetune_pretrained,heldout_geometry,compound_contact_shift,cable_threading,6,84,0.428571,0.217085,0.532559,0.119266,0.168744,0.142034
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,0,84,0.523810,0.214529,0.492749,0.115086,0.169586,0.142411
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,1,84,0.452381,0.215129,0.493631,0.117339,0.163272,0.142853
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,2,84,0.535714,0.215729,0.494513,0.115724,0.162176,0.143294
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,3,84,0.500000,0.216329,0.495395,0.117085,0.163222,0.143735
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,4,84,0.511905,0.216929,0.496277,0.117255,0.163412,0.136172
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,5,84,0.500000,0.205523,0.497159,0.116820,0.164030,0.136349
full_finetune_pretrained,heldout_geometry,compound_contact_shift,lid_twist_force_control,6,84,0.416667,0.206123,0.498041,0.119372,0.165934,0.136790
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,0,84,0.690476,0.173439,0.531815,0.096754,0.156407,0.134724
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,1,84,0.654762,0.173955,0.532571,0.098050,0.157398,0.135108
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,2,84,0.630952,0.174471,0.533327,0.099049,0.158175,0.135491
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,3,84,0.726190,0.174987,0.534083,0.097072,0.156809,0.135875
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,4,84,0.702381,0.163497,0.534839,0.096870,0.157585,0.135994
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,5,84,0.619048,0.164013,0.535595,0.099357,0.159433,0.136377
full_finetune_pretrained,combined_stress,source_matched,slip_limited_grasp,6,84,0.630952,0.164529,0.536351,0.099463,0.159567,0.136760
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,0,84,0.547619,0.170363,0.507924,0.097102,0.160651,0.131491
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,1,84,0.595238,0.170927,0.508752,0.096352,0.160174,0.131908
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,2,84,0.619048,0.171491,0.509580,0.096197,0.160125,0.132324
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,3,84,0.619048,0.172055,0.510408,0.096637,0.160505,0.132740
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,4,84,0.559524,0.172619,0.511236,0.098566,0.161957,0.133157
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,5,84,0.619048,0.173183,0.512064,0.097518,0.161265,0.133573
full_finetune_pretrained,combined_stress,source_matched,peg_in_hole_contact_search,6,84,0.630952,0.173747,0.512892,0.097661,0.161431,0.133990
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,0,84,0.547619,0.175258,0.543976,0.098431,0.158427,0.134111
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,1,84,0.642857,0.175756,0.544705,0.096440,0.157049,0.134482
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,2,84,0.595238,0.164248,0.545434,0.096820,0.158242,0.134589
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,3,84,0.666667,0.164746,0.546163,0.095424,0.157292,0.134960
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,4,84,0.595238,0.165244,0.546892,0.097599,0.158914,0.135331
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,5,84,0.571429,0.165742,0.547621,0.098584,0.159678,0.135702
full_finetune_pretrained,combined_stress,source_matched,cloth_edge_pull,6,84,0.559524,0.166240,0.548350,0.099272,0.160229,0.136072
full_finetune_pretrained,combined_stress,source_matched,cable_threading,0,84,0.607143,0.175029,0.547985,0.096096,0.156779,0.132797
full_finetune_pretrained,combined_stress,source_matched,cable_threading,1,84,0.523810,0.175527,0.548714,0.098569,0.158615,0.133168
full_finetune_pretrained,combined_stress,source_matched,cable_threading,2,84,0.523810,0.176025,0.549443,0.098959,0.158951,0.133539
full_finetune_pretrained,combined_stress,source_matched,cable_threading,3,84,0.547619,0.176523,0.550172,0.098754,0.158859,0.133910
full_finetune_pretrained,combined_stress,source_matched,cable_threading,4,84,0.511905,0.165015,0.550901,0.098836,0.159838,0.134017
full_finetune_pretrained,combined_stress,source_matched,cable_threading,5,84,0.535714,0.165513,0.551630,0.098630,0.159745,0.134388
full_finetune_pretrained,combined_stress,source_matched,cable_threading,6,84,0.571429,0.166011,0.552359,0.098127,0.159438,0.134759
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,0,84,0.666667,0.173583,0.511032,0.094180,0.159360,0.134453
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,1,84,0.654762,0.174129,0.511833,0.094904,0.159942,0.134857
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,2,84,0.642857,0.174675,0.512634,0.095628,0.160525,0.135261
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,3,84,0.607143,0.163215,0.513435,0.095747,0.161535,0.135401
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,4,84,0.595238,0.163761,0.514236,0.096471,0.162118,0.135805
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,5,84,0.666667,0.164307,0.515037,0.095112,0.161200,0.136209
full_finetune_pretrained,combined_stress,source_matched,lid_twist_force_control,6,84,0.630952,0.164853,0.497829,0.096432,0.162211,0.136613
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,0,84,0.559524,0.199607,0.528350,0.107897,0.162469,0.142256
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,1,84,0.583333,0.188105,0.529088,0.106495,0.162380,0.142367
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,2,84,0.571429,0.188609,0.529826,0.107187,0.162934,0.134738
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,3,84,0.535714,0.189113,0.530564,0.108474,0.163917,0.135113
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,4,84,0.630952,0.189617,0.531302,0.106488,0.162543,0.135488
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,5,84,0.523810,0.190121,0.532040,0.109561,0.164811,0.135863
full_finetune_pretrained,combined_stress,low_friction,slip_limited_grasp,6,84,0.559524,0.190625,0.532778,0.109062,0.164509,0.136239
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,0,84,0.595238,0.198961,0.508104,0.105643,0.165118,0.140696
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,1,84,0.500000,0.187507,0.508914,0.107255,0.167204,0.140840
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,2,84,0.595238,0.188059,0.509724,0.105305,0.165862,0.141248
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,3,84,0.535714,0.188611,0.510534,0.107224,0.167305,0.141657
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,4,84,0.583333,0.189163,0.511344,0.106465,0.166820,0.142065
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,5,84,0.535714,0.189715,0.512154,0.108087,0.168049,0.134469
full_finetune_pretrained,combined_stress,low_friction,peg_in_hole_contact_search,6,84,0.642857,0.190267,0.494955,0.105839,0.166493,0.134877
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,0,84,0.452381,0.193465,0.528568,0.110581,0.166541,0.136159
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,1,84,0.500000,0.193951,0.529279,0.109771,0.166012,0.136522
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,2,84,0.511905,0.194437,0.529990,0.109854,0.166126,0.136885
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,3,84,0.535714,0.194923,0.530701,0.109639,0.166025,0.137247
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,4,84,0.547619,0.195409,0.531412,0.109722,0.166139,0.137610
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,5,84,0.547619,0.195895,0.532123,0.110103,0.166467,0.137973
full_finetune_pretrained,combined_stress,low_friction,cloth_edge_pull,6,84,0.440476,0.196381,0.532834,0.113162,0.168723,0.138336
full_finetune_pretrained,combined_stress,low_friction,cable_threading,0,84,0.452381,0.193595,0.533117,0.110010,0.166205,0.135093
full_finetune_pretrained,combined_stress,low_friction,cable_threading,1,84,0.607143,0.194081,0.533828,0.106522,0.163747,0.135456
full_finetune_pretrained,combined_stress,low_friction,cable_threading,2,84,0.488095,0.194567,0.534539,0.109878,0.166218,0.135819
full_finetune_pretrained,combined_stress,low_friction,cable_threading,3,84,0.464286,0.195053,0.535250,0.110854,0.166975,0.136182
full_finetune_pretrained,combined_stress,low_friction,cable_threading,4,84,0.547619,0.195539,0.535961,0.109151,0.165803,0.136544
full_finetune_pretrained,combined_stress,low_friction,cable_threading,5,84,0.357143,0.196025,0.536672,0.114294,0.169559,0.136907
full_finetune_pretrained,combined_stress,low_friction,cable_threading,6,84,0.464286,0.196511,0.537383,0.111996,0.167959,0.137270
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,0,84,0.488095,0.193152,0.497667,0.109457,0.161878,0.137440
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,1,84,0.583333,0.193686,0.498450,0.107493,0.160524,0.137835
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,2,84,0.511905,0.194220,0.499233,0.109696,0.162170,0.138231
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,3,84,0.571429,0.194754,0.500016,0.108626,0.161458,0.138627
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,4,84,0.500000,0.195288,0.500799,0.110829,0.163104,0.139023
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,5,84,0.583333,0.195822,0.501582,0.109163,0.161964,0.139418
full_finetune_pretrained,combined_stress,low_friction,lid_twist_force_control,6,84,0.535714,0.196356,0.502365,0.110771,0.163181,0.139814
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,0,84,0.547619,0.201103,0.531312,0.108632,0.161531,0.140113
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,1,84,0.488095,0.201625,0.532077,0.110528,0.162954,0.140501
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,2,84,0.500000,0.202147,0.532842,0.110639,0.163092,0.140888
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,3,84,0.583333,0.202669,0.533607,0.108964,0.161944,0.141276
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,4,84,0.464286,0.203191,0.534372,0.112348,0.164439,0.141663
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,5,84,0.523810,0.203713,0.517128,0.111268,0.163719,0.142050
full_finetune_pretrained,combined_stress,soft_compliance,slip_limited_grasp,6,84,0.583333,0.204235,0.517893,0.110188,0.163000,0.142438
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,0,84,0.559524,0.202815,0.496594,0.108781,0.166181,0.140177
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,1,84,0.559524,0.203385,0.497431,0.109226,0.166565,0.140598
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,2,84,0.535714,0.203955,0.498268,0.110267,0.167377,0.141018
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,3,84,0.452381,0.204525,0.499105,0.112795,0.169261,0.141439
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,4,84,0.571429,0.205095,0.499942,0.110264,0.167502,0.141859
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,5,84,0.583333,0.193659,0.500779,0.109211,0.167672,0.142016
full_finetune_pretrained,combined_stress,soft_compliance,peg_in_hole_contact_search,6,84,0.571429,0.194229,0.501616,0.109953,0.168270,0.142436
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,0,84,0.369048,0.200901,0.522431,0.117656,0.170849,0.138107
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,1,84,0.583333,0.201405,0.523169,0.112693,0.167332,0.138482
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,2,84,0.476190,0.201909,0.523907,0.107762,0.169601,0.138857
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,3,84,0.511905,0.202413,0.524645,0.107264,0.169298,0.139232
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,4,84,0.535714,0.202917,0.525383,0.107063,0.169209,0.139607
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,5,84,0.476190,0.203421,0.526121,0.108945,0.170621,0.139982
full_finetune_pretrained,combined_stress,soft_compliance,cloth_edge_pull,6,84,0.535714,0.203925,0.526859,0.107852,0.161885,0.140358
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,0,84,0.571429,0.200491,0.526170,0.111611,0.166510,0.136669
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,1,84,0.392857,0.200995,0.526908,0.116470,0.170065,0.137044
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,2,84,0.476190,0.201499,0.527646,0.114781,0.168905,0.137419
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,3,84,0.595238,0.202003,0.528384,0.112199,0.167102,0.137794
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,4,84,0.416667,0.202507,0.529122,0.117058,0.170656,0.138170
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,5,84,0.464286,0.203011,0.529860,0.108258,0.170139,0.138545
full_finetune_pretrained,combined_stress,soft_compliance,cable_threading,6,84,0.559524,0.203515,0.530598,0.106271,0.168765,0.138920
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,0,84,0.595238,0.204548,0.497470,0.106802,0.165398,0.142114
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,1,84,0.535714,0.205100,0.498280,0.108721,0.166841,0.142523
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,2,84,0.583333,0.205652,0.499090,0.107962,0.166356,0.142931
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,3,84,0.547619,0.194198,0.499900,0.108085,0.167371,0.143075
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,4,84,0.583333,0.194750,0.500710,0.107624,0.167100,0.135479
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,5,84,0.583333,0.195302,0.501520,0.108055,0.167472,0.135887
full_finetune_pretrained,combined_stress,soft_compliance,lid_twist_force_control,6,84,0.547619,0.195854,0.502330,0.109379,0.168487,0.136295
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,0,84,0.595238,0.216449,0.528142,0.115856,0.164434,0.139167
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,1,84,0.595238,0.216977,0.528916,0.116269,0.164790,0.139558
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,2,84,0.464286,0.217505,0.529690,0.119955,0.167503,0.139950
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,3,84,0.547619,0.218033,0.512455,0.118285,0.166359,0.140342
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,4,84,0.500000,0.218561,0.513229,0.119888,0.167572,0.140733
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,5,84,0.511905,0.219089,0.514003,0.120003,0.167714,0.141125
full_finetune_pretrained,combined_stress,texture_aliasing,slip_limited_grasp,6,84,0.595238,0.207611,0.514777,0.117132,0.166570,0.141252
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,0,84,0.476190,0.210943,0.500606,0.113746,0.166629,0.142264
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,1,84,0.559524,0.211519,0.501452,0.112112,0.165517,0.142689
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,2,84,0.535714,0.212095,0.502298,0.113157,0.166333,0.143113
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,3,84,0.500000,0.212671,0.503144,0.114499,0.167364,0.143538
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,4,84,0.559524,0.213247,0.503990,0.113461,0.166681,0.143963
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,5,84,0.535714,0.213823,0.504836,0.114505,0.167497,0.144387
full_finetune_pretrained,combined_stress,texture_aliasing,peg_in_hole_contact_search,6,84,0.440476,0.214399,0.487673,0.117336,0.169599,0.144812
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,0,84,0.476190,0.214225,0.534237,0.113838,0.171333,0.143772
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,1,84,0.523810,0.214735,0.516975,0.113046,0.170819,0.144151
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,2,84,0.464286,0.215245,0.517722,0.114933,0.172235,0.144531
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,3,84,0.476190,0.215755,0.518469,0.115035,0.172365,0.144910
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,4,84,0.476190,0.216265,0.519216,0.115434,0.164705,0.145289
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,5,84,0.464286,0.216775,0.519963,0.116130,0.165263,0.137664
full_finetune_pretrained,combined_stress,texture_aliasing,cloth_edge_pull,6,84,0.547619,0.217285,0.520710,0.114446,0.164107,0.138043
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,0,84,0.404762,0.213636,0.537706,0.122505,0.171802,0.142210
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,1,84,0.440476,0.214146,0.538453,0.114007,0.171503,0.142590
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,2,84,0.416667,0.214656,0.539200,0.115001,0.172276,0.142969
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,3,84,0.404762,0.215166,0.521938,0.115698,0.172834,0.143348
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,4,84,0.452381,0.215676,0.522685,0.114906,0.172321,0.143727
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,5,84,0.452381,0.216186,0.523432,0.115305,0.172665,0.144106
full_finetune_pretrained,combined_stress,texture_aliasing,cable_threading,6,84,0.464286,0.216696,0.524179,0.115406,0.172795,0.144486
