split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error,ablation,interpretation
combined_stress,soft_compliance,slip_limited_grasp,2,84,0.500000,0.088283,0.581307,0.074224,0.242456,0.083387,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,slip_limited_grasp,3,84,0.535714,0.088841,0.582126,0.073767,0.242189,0.083799,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,slip_limited_grasp,4,84,0.642857,0.089399,0.582945,0.063520,0.240637,0.084212,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,slip_limited_grasp,5,84,0.607143,0.089957,0.583764,0.064849,0.241655,0.084624,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,slip_limited_grasp,6,84,0.630952,0.090515,0.584583,0.064690,0.241603,0.085036,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,0,84,0.428571,0.082351,0.570034,0.070073,0.242994,0.077623,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,1,84,0.607143,0.082957,0.570925,0.066081,0.240187,0.078068,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,2,84,0.523810,0.083563,0.571816,0.068637,0.242095,0.078514,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,3,84,0.619048,0.084169,0.572707,0.066729,0.240789,0.078959,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,4,84,0.583333,0.084775,0.555589,0.068094,0.241840,0.079404,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,5,84,0.619048,0.085381,0.556480,0.067674,0.241605,0.079850,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,peg_in_hole_contact_search,6,84,0.642857,0.085987,0.557371,0.067551,0.241585,0.080295,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,0,84,0.642857,0.086240,0.588608,0.066181,0.245153,0.080456,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,1,84,0.607143,0.086780,0.589400,0.067495,0.246159,0.080856,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,2,84,0.476190,0.087320,0.590192,0.071191,0.248881,0.081256,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,3,84,0.464286,0.087860,0.590984,0.071911,0.241455,0.081656,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,4,84,0.559524,0.088400,0.591776,0.069952,0.240105,0.082056,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,5,84,0.583333,0.088940,0.592568,0.069779,0.240040,0.082456,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cloth_edge_pull,6,84,0.595238,0.089480,0.593360,0.069903,0.240190,0.082856,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,0,84,0.440476,0.084315,0.590727,0.069384,0.247379,0.078265,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,1,84,0.523810,0.084855,0.591519,0.067722,0.246243,0.078665,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,2,84,0.642857,0.085395,0.592311,0.065168,0.244465,0.079065,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,3,84,0.595238,0.085935,0.593103,0.066781,0.245686,0.079465,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,4,84,0.523810,0.086475,0.593895,0.068988,0.247335,0.079865,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,5,84,0.440476,0.087015,0.594687,0.071494,0.249199,0.080265,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,cable_threading,6,84,0.571429,0.087555,0.595479,0.068642,0.247206,0.080665,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,0,84,0.654762,0.086726,0.557518,0.065648,0.240834,0.081670,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,1,84,0.559524,0.087314,0.558382,0.068487,0.242945,0.082103,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,2,84,0.595238,0.087902,0.559246,0.068053,0.242698,0.082536,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,3,84,0.607143,0.088490,0.560110,0.068214,0.242879,0.082969,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,4,84,0.654762,0.089078,0.560974,0.067483,0.242418,0.083402,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,5,84,0.619048,0.089666,0.561838,0.068834,0.243457,0.083835,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,soft_compliance,lid_twist_force_control,6,84,0.619048,0.090254,0.562702,0.069293,0.243853,0.084268,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,0,84,0.452381,0.101752,0.583519,0.077998,0.249441,0.084719,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,1,84,0.595238,0.090310,0.584347,0.073666,0.247250,0.084872,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,2,84,0.535714,0.090874,0.585175,0.075595,0.248701,0.085288,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,3,84,0.583333,0.091438,0.586003,0.074844,0.248224,0.085704,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,4,84,0.511905,0.092002,0.586831,0.077071,0.241886,0.086121,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,5,84,0.654762,0.092566,0.587659,0.073940,0.239694,0.086537,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,slip_limited_grasp,6,84,0.476190,0.093130,0.588487,0.078844,0.243289,0.078950,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,0,84,0.535714,0.089717,0.563057,0.073319,0.243133,0.082813,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,1,84,0.500000,0.090329,0.563957,0.074689,0.244188,0.083262,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,2,84,0.654762,0.090941,0.564857,0.071297,0.241814,0.083712,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,3,84,0.607143,0.091553,0.565757,0.072965,0.243083,0.084161,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,4,84,0.547619,0.092165,0.566657,0.074930,0.244567,0.084611,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,5,84,0.452381,0.092777,0.567557,0.077788,0.246693,0.085060,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,peg_in_hole_contact_search,6,84,0.571429,0.093389,0.568457,0.075289,0.244962,0.085510,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,0,84,0.654762,0.098803,0.589425,0.075791,0.242466,0.081221,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,1,84,0.595238,0.099349,0.590226,0.069702,0.243906,0.081625,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,2,84,0.547619,0.099895,0.591027,0.071319,0.245131,0.082029,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,3,84,0.547619,0.100441,0.591828,0.071746,0.245499,0.082433,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,4,84,0.452381,0.100987,0.592629,0.074553,0.247581,0.082837,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,5,84,0.559524,0.101533,0.593430,0.072301,0.246021,0.083241,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cloth_edge_pull,6,84,0.523810,0.102079,0.594231,0.073621,0.247031,0.083645,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,0,84,0.547619,0.096698,0.591274,0.076475,0.242859,0.086910,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,1,84,0.595238,0.097244,0.592075,0.075711,0.242370,0.079310,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,2,84,0.571429,0.097790,0.592876,0.076733,0.243166,0.079714,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,3,84,0.535714,0.098336,0.593677,0.078053,0.244177,0.080118,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,4,84,0.488095,0.098882,0.594478,0.079670,0.245402,0.080522,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,5,84,0.559524,0.099428,0.595279,0.078311,0.244485,0.080926,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,cable_threading,6,84,0.392857,0.099974,0.596080,0.074900,0.247853,0.081330,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,0,84,0.583333,0.092605,0.548309,0.072217,0.243196,0.085836,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,1,84,0.619048,0.093199,0.549182,0.071788,0.242953,0.086273,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,2,84,0.642857,0.093793,0.550055,0.071656,0.242925,0.078706,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,3,84,0.726190,0.094387,0.550928,0.070036,0.241825,0.079143,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,4,84,0.595238,0.094981,0.551801,0.073773,0.244582,0.079580,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,5,84,0.630952,0.095575,0.552674,0.073344,0.244339,0.080017,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,texture_aliasing,lid_twist_force_control,6,84,0.547619,0.096169,0.553547,0.075890,0.246239,0.080454,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,0,84,0.583333,0.098417,0.589834,0.073966,0.242768,0.080246,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,1,84,0.595238,0.098945,0.590608,0.074082,0.242910,0.080638,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,2,84,0.702381,0.099473,0.591382,0.071816,0.241337,0.081029,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,3,84,0.642857,0.100001,0.592156,0.073717,0.242765,0.081421,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,4,84,0.559524,0.100529,0.574921,0.076213,0.244621,0.081812,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,5,84,0.595238,0.101057,0.575695,0.075733,0.244334,0.082204,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,slip_limited_grasp,6,84,0.595238,0.101585,0.576469,0.076146,0.244690,0.082596,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,0,84,0.666667,0.093673,0.562298,0.066873,0.241320,0.083360,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,1,84,0.678571,0.094249,0.563144,0.067025,0.241494,0.083785,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,2,84,0.690476,0.094825,0.563990,0.067177,0.241667,0.084209,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,3,84,0.547619,0.095401,0.564836,0.071198,0.244627,0.084634,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,4,84,0.571429,0.095977,0.565682,0.071052,0.244586,0.085059,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,5,84,0.595238,0.096553,0.566528,0.070906,0.244546,0.085483,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,peg_in_hole_contact_search,6,84,0.535714,0.097129,0.567374,0.072844,0.246005,0.085908,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,0,84,0.642857,0.095594,0.595929,0.067424,0.246453,0.084838,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,1,84,0.583333,0.096104,0.596676,0.069311,0.247868,0.085217,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,2,84,0.583333,0.096614,0.579414,0.069710,0.248212,0.085597,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,3,84,0.583333,0.097124,0.580161,0.070109,0.248556,0.085976,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,4,84,0.547619,0.097634,0.580908,0.071401,0.249543,0.086355,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,5,84,0.583333,0.098144,0.581655,0.070907,0.241240,0.086734,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cloth_edge_pull,6,84,0.619048,0.098654,0.582402,0.070413,0.240941,0.087114,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,0,84,0.523810,0.094570,0.599398,0.077238,0.247779,0.083267,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,1,84,0.595238,0.095080,0.600145,0.075851,0.246838,0.083646,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,2,84,0.500000,0.095590,0.600892,0.078631,0.248896,0.084025,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,3,84,0.535714,0.096100,0.601639,0.070133,0.248597,0.084405,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,4,84,0.535714,0.096610,0.584377,0.070532,0.248941,0.084784,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,5,84,0.476190,0.097120,0.585124,0.072419,0.250357,0.085163,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,cable_threading,6,84,0.595238,0.097630,0.585871,0.069842,0.248558,0.085542,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,0,84,0.583333,0.093483,0.560942,0.074689,0.241688,0.084263,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,1,84,0.654762,0.094041,0.561761,0.073339,0.240778,0.084675,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,2,84,0.559524,0.094599,0.562580,0.076156,0.242869,0.085088,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,3,84,0.559524,0.095157,0.545390,0.076592,0.243245,0.085500,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,4,84,0.583333,0.095715,0.546209,0.076432,0.243192,0.085912,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,5,84,0.678571,0.096273,0.547028,0.066483,0.241854,0.086324,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,taxel_bias,lid_twist_force_control,6,84,0.559524,0.096831,0.547847,0.069895,0.244373,0.086737,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,0,84,0.654762,0.107902,0.586644,0.072345,0.241550,0.085003,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,1,84,0.511905,0.108496,0.587517,0.076380,0.244522,0.085440,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,2,84,0.619048,0.097084,0.588390,0.072964,0.242993,0.085613,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,3,84,0.488095,0.097678,0.571254,0.076701,0.245750,0.086050,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,4,84,0.619048,0.098272,0.572127,0.073891,0.243793,0.086487,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,5,84,0.583333,0.098866,0.573000,0.075247,0.244836,0.086924,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,slip_limited_grasp,6,84,0.607143,0.099460,0.573873,0.075115,0.244807,0.087361,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,0,84,0.654762,0.107801,0.548065,0.078899,0.244698,0.083311,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,1,84,0.666667,0.096437,0.549010,0.077901,0.244916,0.083517,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,2,84,0.630952,0.097079,0.549955,0.079294,0.245991,0.083987,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,3,84,0.642857,0.097721,0.550900,0.071493,0.246209,0.084457,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,4,84,0.547619,0.098363,0.551845,0.074374,0.248355,0.084927,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,5,84,0.535714,0.099005,0.552790,0.075172,0.249001,0.085397,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,peg_in_hole_contact_search,6,84,0.583333,0.099647,0.553735,0.074481,0.248576,0.085867,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,0,84,0.535714,0.106849,0.577385,0.079628,0.249629,0.082810,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,1,84,0.571429,0.107425,0.578231,0.079185,0.249374,0.083235,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,2,84,0.535714,0.108001,0.579077,0.080527,0.250405,0.083659,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,3,84,0.500000,0.108577,0.579923,0.081870,0.251436,0.084084,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,4,84,0.583333,0.097147,0.580769,0.079035,0.250324,0.084244,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,5,84,0.464286,0.097723,0.581615,0.082461,0.244851,0.084669,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cloth_edge_pull,6,84,0.666667,0.098299,0.582461,0.077851,0.241596,0.085094,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,0,84,0.547619,0.103844,0.595893,0.076646,0.247279,0.087879,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,1,84,0.571429,0.104420,0.596739,0.076500,0.247238,0.088304,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,2,84,0.547619,0.104996,0.597585,0.077545,0.248055,0.088728,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,3,84,0.523810,0.105572,0.580422,0.078590,0.248871,0.081149,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,4,84,0.547619,0.106148,0.581268,0.078444,0.248831,0.081574,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,5,84,0.559524,0.106724,0.582114,0.078596,0.249005,0.081998,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,cable_threading,6,84,0.464286,0.107300,0.582960,0.081427,0.251107,0.082423,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,0,84,0.690476,0.103249,0.558175,0.072391,0.248019,0.081210,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,1,84,0.523810,0.103873,0.541084,0.077044,0.243435,0.081668,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,2,84,0.452381,0.104497,0.542002,0.079316,0.245141,0.082125,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,3,84,0.607143,0.105121,0.542920,0.075934,0.242775,0.082583,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,4,84,0.619048,0.105745,0.543838,0.076122,0.242981,0.083041,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,5,84,0.559524,0.106369,0.544756,0.078097,0.244473,0.083499,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,transient_shear_spike,lid_twist_force_control,6,84,0.666667,0.106993,0.545674,0.075905,0.242964,0.083956,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,0,84,0.523810,0.108558,0.581263,0.083073,0.248639,0.083961,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,1,84,0.619048,0.109158,0.564136,0.081160,0.247329,0.084402,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,2,84,0.476190,0.109758,0.565018,0.085199,0.250305,0.084843,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,3,84,0.547619,0.110358,0.565900,0.083881,0.249423,0.085285,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,4,84,0.535714,0.110958,0.566782,0.084647,0.250041,0.085726,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,5,84,0.535714,0.111558,0.567664,0.085115,0.250445,0.086167,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,slip_limited_grasp,6,84,0.559524,0.112158,0.568546,0.084988,0.250421,0.086608,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,0,84,0.619048,0.113246,0.549866,0.082912,0.245261,0.085567,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,1,84,0.535714,0.113894,0.550820,0.085501,0.247197,0.086041,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,2,84,0.559524,0.114542,0.551774,0.085410,0.247205,0.086515,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,3,84,0.607143,0.115190,0.552728,0.084724,0.246783,0.086989,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,4,84,0.666667,0.115838,0.553682,0.083741,0.246148,0.087464,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,5,84,0.571429,0.116486,0.554636,0.086627,0.248298,0.087938,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,peg_in_hole_contact_search,6,84,0.642857,0.117134,0.555590,0.085346,0.247449,0.088412,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,0,84,0.523810,0.117489,0.568971,0.087030,0.253227,0.088644,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,1,84,0.511905,0.118071,0.569826,0.087781,0.253834,0.089073,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,2,84,0.547619,0.118653,0.570681,0.087343,0.253583,0.089502,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,3,84,0.559524,0.119235,0.571536,0.087499,0.253761,0.089930,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,4,84,0.571429,0.107811,0.572391,0.086455,0.245934,0.090095,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,5,84,0.440476,0.108393,0.573246,0.090183,0.248683,0.090524,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cloth_edge_pull,6,84,0.464286,0.108975,0.574101,0.082038,0.248647,0.090953,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,0,84,0.380952,0.114305,0.587209,0.087779,0.253543,0.085585,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,1,84,0.571429,0.114887,0.588064,0.083471,0.250506,0.086014,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,2,84,0.535714,0.115469,0.588919,0.084818,0.251541,0.086443,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,3,84,0.416667,0.116051,0.589774,0.088248,0.254076,0.086872,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,4,84,0.547619,0.116633,0.590629,0.085429,0.252111,0.087300,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,5,84,0.571429,0.117215,0.573475,0.085288,0.252074,0.087729,minus_clean_transfer_retention,over-rejects useful pretrained features
combined_stress,compound_contact_shift,cable_threading,6,84,0.523810,0.117797,0.574330,0.086932,0.253323,0.088158,minus_clean_transfer_retention,over-rejects useful pretrained features
