method,split,seed,n,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score
invariant_risk_tactile_alignment,heldout_object,8,80,0.28,0.171086,0.59871,0.717317,0.674474,0.556286,0.556286,0.059887,0.605812,0.049254,0.110346,0.049429,0.122483,0.066068
invariant_risk_tactile_alignment,heldout_object,9,80,0.28,0.171086,0.59871,0.717317,0.673981,0.556284,0.556284,0.059144,0.605512,0.049004,0.110312,0.049522,0.122531,0.065738
invariant_risk_tactile_alignment,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.69981,0.632235,0.476336,0.476336,0.09022,0.593677,0.06167,0.150473,0.062486,0.138031,0.085204
invariant_risk_tactile_alignment,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.69981,0.630736,0.47416,0.47416,0.090294,0.592734,0.062487,0.150559,0.062915,0.137066,0.085408
invariant_risk_tactile_alignment,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.69981,0.630794,0.473112,0.473112,0.09172,0.591106,0.063175,0.150631,0.062606,0.137378,0.08618
invariant_risk_tactile_alignment,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.69981,0.633066,0.477244,0.477244,0.089279,0.59129,0.062199,0.150937,0.062114,0.137809,0.085007
invariant_risk_tactile_alignment,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.69981,0.630752,0.47389,0.47389,0.090564,0.591964,0.062592,0.150836,0.062806,0.137567,0.085619
invariant_risk_tactile_alignment,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.69981,0.63193,0.475942,0.475942,0.090237,0.59248,0.061845,0.150376,0.062504,0.137772,0.085231
invariant_risk_tactile_alignment,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.69981,0.631147,0.474924,0.474924,0.089953,0.591317,0.062251,0.150807,0.062405,0.137757,0.085276
invariant_risk_tactile_alignment,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.69981,0.63094,0.47393,0.47393,0.090322,0.591737,0.063177,0.150592,0.062635,0.137011,0.085642
invariant_risk_tactile_alignment,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.69981,0.631959,0.475637,0.475637,0.090195,0.593154,0.062494,0.150508,0.062028,0.137728,0.085408
invariant_risk_tactile_alignment,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.69981,0.631708,0.476078,0.476078,0.089364,0.592466,0.061885,0.150427,0.062448,0.137867,0.084961
invariant_risk_tactile_alignment,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.702956,0.639449,0.487994,0.487994,0.086093,0.596289,0.059762,0.147186,0.060316,0.140061,0.083224
invariant_risk_tactile_alignment,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.702956,0.638422,0.487333,0.487333,0.085236,0.596481,0.059729,0.147392,0.060239,0.140252,0.082946
invariant_risk_tactile_alignment,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.702956,0.640904,0.489745,0.489745,0.08553,0.595586,0.059876,0.147066,0.05997,0.140146,0.083057
invariant_risk_tactile_alignment,sensor_bias_shift,3,80,0.68,0.275466,0.68031,0.702956,0.638652,0.487528,0.487528,0.085967,0.596229,0.059368,0.147311,0.060314,0.139984,0.083017
invariant_risk_tactile_alignment,sensor_bias_shift,4,80,0.68,0.275466,0.68031,0.702956,0.639641,0.488569,0.488569,0.08517,0.596268,0.059983,0.146862,0.060076,0.140196,0.082994
invariant_risk_tactile_alignment,sensor_bias_shift,5,80,0.68,0.275466,0.68031,0.702956,0.638755,0.488325,0.488325,0.085265,0.596604,0.058804,0.147157,0.060444,0.140244,0.082624
invariant_risk_tactile_alignment,sensor_bias_shift,6,80,0.68,0.275466,0.68031,0.702956,0.639112,0.487689,0.487689,0.086322,0.596437,0.059591,0.146827,0.060388,0.140448,0.083314
invariant_risk_tactile_alignment,sensor_bias_shift,7,80,0.68,0.275466,0.68031,0.702956,0.638662,0.487966,0.487966,0.085417,0.59672,0.059332,0.146967,0.060052,0.140023,0.082797
invariant_risk_tactile_alignment,sensor_bias_shift,8,80,0.68,0.275466,0.68031,0.702956,0.639211,0.488117,0.488117,0.085813,0.595257,0.059444,0.146994,0.060436,0.1401,0.083027
invariant_risk_tactile_alignment,sensor_bias_shift,9,80,0.68,0.275466,0.68031,0.702956,0.638475,0.486822,0.486822,0.086347,0.595321,0.059719,0.146933,0.060803,0.140182,0.083364
masked_autoencoder_tactile_pretraining,clean_transfer,0,80,0.06,0.121263,0.54851,0.816726,0.729041,0.623496,0.623496,0.055705,0.592416,0.047972,0.067117,0.046252,0.128439,0.064913
masked_autoencoder_tactile_pretraining,clean_transfer,1,80,0.06,0.121263,0.54851,0.816726,0.72797,0.62243,0.62243,0.056099,0.592565,0.047967,0.066931,0.045954,0.128089,0.064952
masked_autoencoder_tactile_pretraining,clean_transfer,2,80,0.06,0.121263,0.54851,0.816726,0.729287,0.623926,0.623926,0.055612,0.592025,0.047985,0.067172,0.045918,0.12796,0.064767
masked_autoencoder_tactile_pretraining,clean_transfer,3,80,0.06,0.121263,0.54851,0.816726,0.729953,0.623975,0.623975,0.056083,0.592003,0.048459,0.066798,0.046142,0.128502,0.065227
masked_autoencoder_tactile_pretraining,clean_transfer,4,80,0.06,0.121263,0.54851,0.816726,0.729386,0.623876,0.623876,0.055992,0.592487,0.047866,0.06708,0.046001,0.12846,0.064949
masked_autoencoder_tactile_pretraining,clean_transfer,5,80,0.06,0.121263,0.54851,0.816726,0.729911,0.624775,0.624775,0.055563,0.593236,0.047674,0.066877,0.046173,0.128047,0.064673
masked_autoencoder_tactile_pretraining,clean_transfer,6,80,0.06,0.121263,0.54851,0.816726,0.729167,0.623439,0.623439,0.055899,0.593104,0.048359,0.067123,0.045645,0.128455,0.065068
masked_autoencoder_tactile_pretraining,clean_transfer,7,80,0.06,0.121263,0.54851,0.816726,0.727996,0.622112,0.622112,0.055291,0.592161,0.048671,0.06694,0.046495,0.128179,0.065016
masked_autoencoder_tactile_pretraining,clean_transfer,8,80,0.06,0.121263,0.54851,0.816726,0.728448,0.622192,0.622192,0.05627,0.592374,0.048529,0.067097,0.046129,0.129172,0.065437
masked_autoencoder_tactile_pretraining,clean_transfer,9,80,0.06,0.121263,0.54851,0.816726,0.727734,0.62169,0.62169,0.056616,0.593534,0.048357,0.066649,0.0462,0.127795,0.065248
masked_autoencoder_tactile_pretraining,combined_stress,0,80,0.88,0.362293,0.75471,0.784502,0.646148,0.46211,0.46211,0.121717,0.569944,0.082696,0.118567,0.072229,0.157273,0.10834
masked_autoencoder_tactile_pretraining,combined_stress,1,80,0.88,0.362293,0.75471,0.784502,0.646983,0.463027,0.463027,0.121217,0.567771,0.082697,0.118586,0.072519,0.157655,0.108268
masked_autoencoder_tactile_pretraining,combined_stress,2,80,0.88,0.362293,0.75471,0.784502,0.646588,0.462091,0.462091,0.121136,0.567963,0.083577,0.118763,0.072384,0.157063,0.108455
masked_autoencoder_tactile_pretraining,combined_stress,3,80,0.88,0.362293,0.75471,0.784502,0.647066,0.4641,0.4641,0.120237,0.568395,0.082046,0.118372,0.072701,0.156992,0.107587
masked_autoencoder_tactile_pretraining,combined_stress,4,80,0.88,0.362293,0.75471,0.784502,0.646381,0.462457,0.462457,0.12076,0.568147,0.083187,0.118784,0.071943,0.157251,0.108169
masked_autoencoder_tactile_pretraining,combined_stress,5,80,0.88,0.362293,0.75471,0.784502,0.647304,0.463852,0.463852,0.120003,0.56895,0.083005,0.118645,0.072058,0.157215,0.107848
masked_autoencoder_tactile_pretraining,combined_stress,6,80,0.88,0.362293,0.75471,0.784502,0.646558,0.462437,0.462437,0.121586,0.569634,0.082753,0.118468,0.072664,0.157126,0.108334
masked_autoencoder_tactile_pretraining,combined_stress,7,80,0.88,0.362293,0.75471,0.784502,0.646879,0.462813,0.462813,0.120883,0.568883,0.083153,0.118639,0.072452,0.157091,0.10822
masked_autoencoder_tactile_pretraining,combined_stress,8,80,0.88,0.362293,0.75471,0.784502,0.645972,0.461399,0.461399,0.121526,0.56794,0.083208,0.118745,0.072897,0.157171,0.108519
masked_autoencoder_tactile_pretraining,combined_stress,9,80,0.88,0.362293,0.75471,0.784502,0.646071,0.4632,0.4632,0.1205,0.567752,0.082082,0.11815,0.072178,0.156799,0.107603
masked_autoencoder_tactile_pretraining,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.796883,0.676693,0.523302,0.523302,0.091435,0.579442,0.073679,0.096874,0.061278,0.140021,0.090417
masked_autoencoder_tactile_pretraining,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.796883,0.676613,0.523012,0.523012,0.091058,0.579228,0.074118,0.096745,0.061417,0.140332,0.090526
masked_autoencoder_tactile_pretraining,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.796883,0.678088,0.524522,0.524522,0.091589,0.57926,0.073859,0.096884,0.061327,0.139633,0.090473
masked_autoencoder_tactile_pretraining,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.796883,0.677781,0.523876,0.523876,0.091668,0.578996,0.073954,0.096903,0.061781,0.140335,0.090708
masked_autoencoder_tactile_pretraining,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.796883,0.677771,0.524193,0.524193,0.091717,0.579156,0.073807,0.096764,0.06137,0.139685,0.090511
masked_autoencoder_tactile_pretraining,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.796883,0.676995,0.523367,0.523367,0.091532,0.579497,0.07384,0.097046,0.061362,0.140099,0.090534
masked_autoencoder_tactile_pretraining,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.796883,0.677129,0.523715,0.523715,0.090558,0.579568,0.074406,0.096562,0.061082,0.140107,0.090391
masked_autoencoder_tactile_pretraining,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.796883,0.67675,0.522713,0.522713,0.092031,0.578636,0.073974,0.09716,0.061484,0.140268,0.090797
masked_autoencoder_tactile_pretraining,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.796883,0.676368,0.522351,0.522351,0.091227,0.578694,0.074733,0.096618,0.061309,0.139899,0.090729
masked_autoencoder_tactile_pretraining,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.796883,0.677112,0.523582,0.523582,0.091177,0.579465,0.074161,0.096662,0.061265,0.13959,0.090434
masked_autoencoder_tactile_pretraining,heldout_geometry,0,80,0.48,0.23744,0.65071,0.801016,0.688464,0.550707,0.550707,0.084273,0.58167,0.060581,0.090804,0.058187,0.13673,0.082104
masked_autoencoder_tactile_pretraining,heldout_geometry,1,80,0.48,0.23744,0.65071,0.801016,0.688518,0.550935,0.550935,0.083839,0.581558,0.060679,0.090122,0.058464,0.136811,0.082036
masked_autoencoder_tactile_pretraining,heldout_geometry,2,80,0.48,0.23744,0.65071,0.801016,0.689158,0.551793,0.551793,0.083067,0.581064,0.060937,0.090114,0.058301,0.136749,0.081844
masked_autoencoder_tactile_pretraining,heldout_geometry,3,80,0.48,0.23744,0.65071,0.801016,0.688535,0.550864,0.550864,0.084065,0.582408,0.06082,0.090464,0.057912,0.136666,0.082085
masked_autoencoder_tactile_pretraining,heldout_geometry,4,80,0.48,0.23744,0.65071,0.801016,0.688123,0.551017,0.551017,0.083665,0.581863,0.060326,0.090554,0.057951,0.136247,0.08169
masked_autoencoder_tactile_pretraining,heldout_geometry,5,80,0.48,0.23744,0.65071,0.801016,0.688099,0.550072,0.550072,0.084144,0.582269,0.061071,0.09034,0.058376,0.136779,0.082274
masked_autoencoder_tactile_pretraining,heldout_geometry,6,80,0.48,0.23744,0.65071,0.801016,0.688605,0.551526,0.551526,0.08336,0.581557,0.060419,0.090643,0.057678,0.13715,0.081757
masked_autoencoder_tactile_pretraining,heldout_geometry,7,80,0.48,0.23744,0.65071,0.801016,0.689095,0.551743,0.551743,0.083252,0.582763,0.060751,0.090464,0.058133,0.136903,0.081847
masked_autoencoder_tactile_pretraining,heldout_geometry,8,80,0.48,0.23744,0.65071,0.801016,0.687991,0.550246,0.550246,0.083914,0.582918,0.060885,0.090804,0.058079,0.136385,0.082025
masked_autoencoder_tactile_pretraining,heldout_geometry,9,80,0.48,0.23744,0.65071,0.801016,0.68789,0.551412,0.551412,0.082896,0.582824,0.059781,0.090722,0.058033,0.136729,0.081316
masked_autoencoder_tactile_pretraining,heldout_material,0,80,0.38,0.24009,0.61631,0.801446,0.694388,0.548043,0.548043,0.082958,0.584167,0.074799,0.085394,0.057854,0.136355,0.086959
masked_autoencoder_tactile_pretraining,heldout_material,1,80,0.38,0.24009,0.61631,0.801446,0.69536,0.549273,0.549273,0.082702,0.580581,0.074739,0.084881,0.057958,0.13619,0.08683
masked_autoencoder_tactile_pretraining,heldout_material,2,80,0.38,0.24009,0.61631,0.801446,0.693649,0.547113,0.547113,0.082986,0.582243,0.075163,0.085093,0.057926,0.135965,0.087043
masked_autoencoder_tactile_pretraining,heldout_material,3,80,0.38,0.24009,0.61631,0.801446,0.694994,0.548126,0.548126,0.083096,0.58328,0.075536,0.085212,0.057763,0.136227,0.087253
masked_autoencoder_tactile_pretraining,heldout_material,4,80,0.38,0.24009,0.61631,0.801446,0.69619,0.550239,0.550239,0.082247,0.583147,0.074609,0.085605,0.057878,0.136454,0.086665
masked_autoencoder_tactile_pretraining,heldout_material,5,80,0.38,0.24009,0.61631,0.801446,0.695464,0.549112,0.549112,0.082975,0.582999,0.074997,0.085122,0.057619,0.136252,0.086998
masked_autoencoder_tactile_pretraining,heldout_material,6,80,0.38,0.24009,0.61631,0.801446,0.693984,0.548028,0.548028,0.082214,0.581824,0.074701,0.085416,0.057814,0.136579,0.086705
masked_autoencoder_tactile_pretraining,heldout_material,7,80,0.38,0.24009,0.61631,0.801446,0.693783,0.547596,0.547596,0.082563,0.582314,0.074828,0.085632,0.057828,0.135974,0.086764
masked_autoencoder_tactile_pretraining,heldout_material,8,80,0.38,0.24009,0.61631,0.801446,0.694046,0.547923,0.547923,0.082667,0.582256,0.074814,0.08523,0.057702,0.136213,0.086825
masked_autoencoder_tactile_pretraining,heldout_material,9,80,0.38,0.24009,0.61631,0.801446,0.692749,0.546344,0.546344,0.082804,0.582567,0.075146,0.085234,0.057619,0.136215,0.08699
masked_autoencoder_tactile_pretraining,heldout_object,0,80,0.28,0.171086,0.59871,0.809701,0.709289,0.587981,0.587981,0.068257,0.588607,0.055053,0.079534,0.05131,0.132805,0.073163
masked_autoencoder_tactile_pretraining,heldout_object,1,80,0.28,0.171086,0.59871,0.809701,0.70843,0.586956,0.586956,0.068775,0.588702,0.054806,0.079598,0.051775,0.132405,0.07322
masked_autoencoder_tactile_pretraining,heldout_object,2,80,0.28,0.171086,0.59871,0.809701,0.708509,0.587418,0.587418,0.068397,0.588908,0.054791,0.079279,0.05127,0.132652,0.07308
masked_autoencoder_tactile_pretraining,heldout_object,3,80,0.28,0.171086,0.59871,0.809701,0.707782,0.587449,0.587449,0.067678,0.586976,0.054163,0.079727,0.051255,0.132135,0.072502
masked_autoencoder_tactile_pretraining,heldout_object,4,80,0.28,0.171086,0.59871,0.809701,0.708882,0.588003,0.588003,0.06831,0.587078,0.054434,0.079644,0.051493,0.132159,0.072848
masked_autoencoder_tactile_pretraining,heldout_object,5,80,0.28,0.171086,0.59871,0.809701,0.709543,0.589154,0.589154,0.067175,0.587731,0.054224,0.080118,0.051555,0.132587,0.072466
masked_autoencoder_tactile_pretraining,heldout_object,6,80,0.28,0.171086,0.59871,0.809701,0.708773,0.587802,0.587802,0.068127,0.587932,0.054742,0.079493,0.051283,0.132553,0.072953
masked_autoencoder_tactile_pretraining,heldout_object,7,80,0.28,0.171086,0.59871,0.809701,0.707794,0.586172,0.586172,0.068752,0.588961,0.054876,0.079923,0.051882,0.132421,0.073253
masked_autoencoder_tactile_pretraining,heldout_object,8,80,0.28,0.171086,0.59871,0.809701,0.708437,0.58707,0.58707,0.068736,0.588862,0.054826,0.079117,0.051817,0.132309,0.073201
masked_autoencoder_tactile_pretraining,heldout_object,9,80,0.28,0.171086,0.59871,0.809701,0.708539,0.587405,0.587405,0.068273,0.588215,0.054828,0.079343,0.051554,0.132391,0.073033
masked_autoencoder_tactile_pretraining,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.792256,0.660927,0.497388,0.497388,0.105446,0.571777,0.071242,0.110299,0.065746,0.150533,0.096594
masked_autoencoder_tactile_pretraining,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.792256,0.662217,0.499044,0.499044,0.104842,0.57321,0.071072,0.110544,0.065677,0.150532,0.096317
masked_autoencoder_tactile_pretraining,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.792256,0.661538,0.498818,0.498818,0.104197,0.572723,0.070868,0.11055,0.065555,0.150753,0.096048
masked_autoencoder_tactile_pretraining,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.792256,0.661217,0.498142,0.498142,0.10478,0.572304,0.071124,0.110163,0.065766,0.150096,0.096246
masked_autoencoder_tactile_pretraining,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.792256,0.661877,0.498914,0.498914,0.10519,0.571718,0.070674,0.110381,0.065548,0.150575,0.096279
masked_autoencoder_tactile_pretraining,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.792256,0.661259,0.498161,0.498161,0.105309,0.573951,0.070521,0.110224,0.066182,0.150798,0.096365
masked_autoencoder_tactile_pretraining,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.792256,0.661054,0.498623,0.498623,0.104928,0.572463,0.070305,0.110286,0.065326,0.150166,0.095954
masked_autoencoder_tactile_pretraining,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.792256,0.661922,0.49949,0.49949,0.103824,0.574125,0.070711,0.110211,0.065911,0.150394,0.095832
masked_autoencoder_tactile_pretraining,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.792256,0.660764,0.497624,0.497624,0.105169,0.572948,0.070506,0.110643,0.066379,0.150469,0.096272
masked_autoencoder_tactile_pretraining,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.792256,0.662173,0.499218,0.499218,0.104927,0.572512,0.070598,0.110712,0.065862,0.150531,0.096184
masked_autoencoder_tactile_pretraining,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.795423,0.668996,0.512047,0.512047,0.09898,0.577182,0.067149,0.10851,0.063399,0.154655,0.093348
masked_autoencoder_tactile_pretraining,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.795423,0.668839,0.51179,0.51179,0.099301,0.577115,0.067031,0.108476,0.063825,0.153932,0.093324
masked_autoencoder_tactile_pretraining,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.795423,0.670079,0.513215,0.513215,0.099238,0.577953,0.066956,0.10828,0.063649,0.153913,0.093254
masked_autoencoder_tactile_pretraining,sensor_bias_shift,3,80,0.68,0.275466,0.68031,0.795423,0.66858,0.511139,0.511139,0.099648,0.578798,0.067263,0.108132,0.064107,0.154342,0.093633
masked_autoencoder_tactile_pretraining,sensor_bias_shift,4,80,0.68,0.275466,0.68031,0.795423,0.669217,0.511588,0.511588,0.099569,0.577394,0.067658,0.108787,0.063459,0.154293,0.093682
masked_autoencoder_tactile_pretraining,sensor_bias_shift,5,80,0.68,0.275466,0.68031,0.795423,0.668593,0.510801,0.510801,0.099706,0.579098,0.067914,0.108433,0.063412,0.154343,0.093831
masked_autoencoder_tactile_pretraining,sensor_bias_shift,6,80,0.68,0.275466,0.68031,0.795423,0.668599,0.512062,0.512062,0.098727,0.577868,0.066848,0.108184,0.063767,0.153631,0.093
masked_autoencoder_tactile_pretraining,sensor_bias_shift,7,80,0.68,0.275466,0.68031,0.795423,0.668712,0.511141,0.511141,0.099004,0.577175,0.067751,0.108306,0.064145,0.154414,0.093616
masked_autoencoder_tactile_pretraining,sensor_bias_shift,8,80,0.68,0.275466,0.68031,0.795423,0.667946,0.511174,0.511174,0.098955,0.577587,0.067088,0.10851,0.063497,0.153381,0.093096
masked_autoencoder_tactile_pretraining,sensor_bias_shift,9,80,0.68,0.275466,0.68031,0.795423,0.669582,0.512541,0.512541,0.099404,0.576645,0.066958,0.108445,0.063852,0.153915,0.093332
no_tactile_policy,clean_transfer,0,80,0.06,0.121263,0.54851,0.164236,0.508215,0.410487,0.410487,0.056324,0.280942,0.050721,0.01704,0.046272,0.135778,0.067491
no_tactile_policy,clean_transfer,1,80,0.06,0.121263,0.54851,0.164236,0.508369,0.409843,0.409843,0.057852,0.281015,0.050827,0.016506,0.046644,0.136028,0.068133
no_tactile_policy,clean_transfer,2,80,0.06,0.121263,0.54851,0.164236,0.508297,0.409696,0.409696,0.057079,0.281455,0.051165,0.017063,0.046682,0.136343,0.06806
no_tactile_policy,clean_transfer,3,80,0.06,0.121263,0.54851,0.164236,0.50841,0.409544,0.409544,0.057644,0.281733,0.051218,0.0169,0.046637,0.136527,0.0683
no_tactile_policy,clean_transfer,4,80,0.06,0.121263,0.54851,0.164236,0.508591,0.410769,0.410769,0.056649,0.281822,0.050329,0.016927,0.04694,0.136188,0.067593
no_tactile_policy,clean_transfer,5,80,0.06,0.121263,0.54851,0.164236,0.508667,0.411178,0.411178,0.056589,0.281983,0.05038,0.016643,0.046198,0.135812,0.067451
no_tactile_policy,clean_transfer,6,80,0.06,0.121263,0.54851,0.164236,0.508634,0.409894,0.409894,0.057352,0.280009,0.051119,0.017208,0.046721,0.136393,0.068147
no_tactile_policy,clean_transfer,7,80,0.06,0.121263,0.54851,0.164236,0.508253,0.409803,0.409803,0.05706,0.280776,0.050739,0.017148,0.047283,0.136026,0.067894
no_tactile_policy,clean_transfer,8,80,0.06,0.121263,0.54851,0.164236,0.507716,0.408284,0.408284,0.057592,0.282351,0.05174,0.016823,0.047475,0.13613,0.068493
no_tactile_policy,clean_transfer,9,80,0.06,0.121263,0.54851,0.164236,0.508992,0.41095,0.41095,0.05656,0.280582,0.050974,0.016682,0.046541,0.135886,0.067714
no_tactile_policy,combined_stress,0,80,0.88,0.362293,0.75471,0.132902,0.430345,0.257185,0.257185,0.121179,0.252952,0.089479,0.037252,0.074896,0.168774,0.113072
no_tactile_policy,combined_stress,1,80,0.88,0.362293,0.75471,0.132902,0.43166,0.258296,0.258296,0.121682,0.253521,0.089094,0.037715,0.075515,0.168458,0.113101
no_tactile_policy,combined_stress,2,80,0.88,0.362293,0.75471,0.132902,0.430728,0.257137,0.257137,0.121403,0.254295,0.089893,0.037402,0.074953,0.168542,0.113269
no_tactile_policy,combined_stress,3,80,0.88,0.362293,0.75471,0.132902,0.430516,0.25799,0.25799,0.121144,0.252804,0.088548,0.037439,0.075028,0.168676,0.112701
no_tactile_policy,combined_stress,4,80,0.88,0.362293,0.75471,0.132902,0.431373,0.25868,0.25868,0.121341,0.253035,0.088572,0.037455,0.075388,0.168182,0.112725
no_tactile_policy,combined_stress,5,80,0.88,0.362293,0.75471,0.132902,0.43111,0.25799,0.25799,0.120707,0.254917,0.089617,0.037323,0.075036,0.168852,0.112992
no_tactile_policy,combined_stress,6,80,0.88,0.362293,0.75471,0.132902,0.431402,0.258579,0.258579,0.121384,0.253034,0.088811,0.037531,0.075073,0.168331,0.112826
no_tactile_policy,combined_stress,7,80,0.88,0.362293,0.75471,0.132902,0.430092,0.25695,0.25695,0.121076,0.252897,0.089131,0.037598,0.075748,0.168254,0.112896
no_tactile_policy,combined_stress,8,80,0.88,0.362293,0.75471,0.132902,0.43068,0.257072,0.257072,0.12113,0.252598,0.090051,0.037235,0.075139,0.16855,0.113257
no_tactile_policy,combined_stress,9,80,0.88,0.362293,0.75471,0.132902,0.430843,0.257772,0.257772,0.121351,0.253645,0.089332,0.037241,0.074879,0.168356,0.112998
no_tactile_policy,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.14507,0.459063,0.315034,0.315034,0.091074,0.265762,0.079705,0.026628,0.063226,0.149773,0.094535
no_tactile_policy,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.14507,0.460873,0.317283,0.317283,0.090421,0.265576,0.079911,0.026689,0.062343,0.149541,0.094261
no_tactile_policy,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.14507,0.459929,0.316542,0.316542,0.090098,0.266038,0.07958,0.026906,0.062638,0.149923,0.094123
no_tactile_policy,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.14507,0.460051,0.316403,0.316403,0.090752,0.266368,0.079519,0.026573,0.062928,0.149861,0.094341
no_tactile_policy,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.14507,0.459893,0.316473,0.316473,0.090686,0.265385,0.079264,0.026587,0.062946,0.149696,0.094194
no_tactile_policy,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.14507,0.460314,0.31667,0.31667,0.091247,0.26498,0.079075,0.026807,0.063095,0.149833,0.094352
no_tactile_policy,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.14507,0.460504,0.317295,0.317295,0.090258,0.266267,0.079282,0.026696,0.062723,0.14983,0.094057
no_tactile_policy,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.14507,0.46055,0.316587,0.316587,0.091387,0.2656,0.079634,0.026575,0.062899,0.149459,0.094525
no_tactile_policy,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.14507,0.460608,0.31719,0.31719,0.090883,0.266754,0.079037,0.026805,0.062928,0.149996,0.094226
no_tactile_policy,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.14507,0.460345,0.316972,0.316972,0.090824,0.265859,0.0791,0.026489,0.063131,0.149494,0.09416
no_tactile_policy,heldout_geometry,0,80,0.48,0.23744,0.65071,0.149133,0.470418,0.343437,0.343437,0.083582,0.268956,0.064206,0.024244,0.059381,0.146011,0.085036
no_tactile_policy,heldout_geometry,1,80,0.48,0.23744,0.65071,0.149133,0.471878,0.344391,0.344391,0.083965,0.269659,0.064629,0.02408,0.059739,0.145528,0.085276
no_tactile_policy,heldout_geometry,2,80,0.48,0.23744,0.65071,0.149133,0.471049,0.344615,0.344615,0.082637,0.269202,0.064181,0.02409,0.059353,0.145502,0.084611
no_tactile_policy,heldout_geometry,3,80,0.48,0.23744,0.65071,0.149133,0.470764,0.344256,0.344256,0.082642,0.268621,0.064094,0.024372,0.059414,0.145959,0.084668
no_tactile_policy,heldout_geometry,4,80,0.48,0.23744,0.65071,0.149133,0.471431,0.344605,0.344605,0.083392,0.269967,0.064186,0.024276,0.059458,0.145294,0.084843
no_tactile_policy,heldout_geometry,5,80,0.48,0.23744,0.65071,0.149133,0.470134,0.343036,0.343036,0.083569,0.268682,0.06445,0.024378,0.059354,0.145357,0.085004
no_tactile_policy,heldout_geometry,6,80,0.48,0.23744,0.65071,0.149133,0.471131,0.345032,0.345032,0.082552,0.268459,0.063786,0.024251,0.059266,0.145399,0.084405
no_tactile_policy,heldout_geometry,7,80,0.48,0.23744,0.65071,0.149133,0.471519,0.344494,0.344494,0.083528,0.269638,0.064107,0.02482,0.059331,0.146271,0.085022
no_tactile_policy,heldout_geometry,8,80,0.48,0.23744,0.65071,0.149133,0.469509,0.343213,0.343213,0.082788,0.26891,0.063756,0.024178,0.059459,0.145959,0.084594
no_tactile_policy,heldout_geometry,9,80,0.48,0.23744,0.65071,0.149133,0.470633,0.344197,0.344197,0.082703,0.26887,0.064325,0.023955,0.058907,0.145828,0.084702
no_tactile_policy,heldout_material,0,80,0.38,0.24009,0.61631,0.148788,0.476406,0.338571,0.338571,0.081958,0.26908,0.080336,0.022776,0.059505,0.145439,0.090523
no_tactile_policy,heldout_material,1,80,0.38,0.24009,0.61631,0.148788,0.476269,0.338385,0.338385,0.081668,0.269357,0.080402,0.02312,0.059811,0.145083,0.090416
no_tactile_policy,heldout_material,2,80,0.38,0.24009,0.61631,0.148788,0.476674,0.339058,0.339058,0.082374,0.269395,0.080004,0.022438,0.059297,0.145272,0.090487
