task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,variant,component_note
slip_limited_grasp,texture_aliasing,combined_stress,minus_latency_compensation,8,96,0.88,0.348225,0.8306,0.763929,0.706044,0.591114,0.591114,0.04376,0.750396,0.041487,0.178933,0.045442,0.088595,0.051135,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,texture_aliasing,combined_stress,minus_latency_compensation,9,96,0.88,0.348225,0.8306,0.763929,0.709277,0.590471,0.590471,0.046409,0.751036,0.043606,0.181196,0.04875,0.084924,0.05251,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,0,96,0.88,0.373348,0.8306,0.76321,0.711767,0.5802,0.5802,0.068045,0.750756,0.045007,0.17993,0.053752,0.090466,0.061897,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,1,96,0.88,0.373348,0.8306,0.76321,0.702421,0.570712,0.570712,0.059829,0.748638,0.049284,0.183543,0.053703,0.089599,0.060568,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,2,96,0.88,0.373348,0.8306,0.76321,0.707509,0.581443,0.581443,0.058454,0.72946,0.042692,0.183815,0.052153,0.092016,0.057875,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,3,96,0.88,0.373348,0.8306,0.76321,0.712012,0.582904,0.582904,0.060946,0.740939,0.048039,0.17934,0.049359,0.090698,0.060238,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,4,96,0.88,0.373348,0.8306,0.76321,0.71538,0.589549,0.589549,0.052487,0.742441,0.049,0.18105,0.046529,0.093595,0.057966,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,5,96,0.88,0.373348,0.8306,0.76321,0.719115,0.594294,0.594294,0.060399,0.75163,0.04225,0.186104,0.047267,0.085896,0.056779,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,6,96,0.88,0.373348,0.8306,0.76321,0.712224,0.582591,0.582591,0.058822,0.748715,0.047889,0.186201,0.049854,0.090066,0.059395,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,7,96,0.88,0.373348,0.8306,0.76321,0.722213,0.588915,0.588915,0.066344,0.746335,0.048979,0.18241,0.050197,0.091707,0.062696,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,8,96,0.88,0.373348,0.8306,0.76321,0.720243,0.586953,0.586953,0.062868,0.752339,0.050082,0.182251,0.053643,0.088977,0.061787,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,taxel_bias,combined_stress,minus_latency_compensation,9,96,0.88,0.373348,0.8306,0.76321,0.719234,0.590321,0.590321,0.055345,0.741606,0.049793,0.181494,0.049734,0.094308,0.059688,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,0,96,0.88,0.37888,0.8306,0.763052,0.70533,0.572438,0.572438,0.057301,0.73929,0.054118,0.184166,0.050451,0.086655,0.06069,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,1,96,0.88,0.37888,0.8306,0.763052,0.703244,0.577498,0.577498,0.0556,0.7381,0.047876,0.180371,0.047815,0.085961,0.057351,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,2,96,0.88,0.37888,0.8306,0.763052,0.707644,0.584431,0.584431,0.045674,0.73331,0.049046,0.183476,0.04824,0.088035,0.054837,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,3,96,0.88,0.37888,0.8306,0.763052,0.706329,0.57993,0.57993,0.04755,0.740447,0.050263,0.18499,0.050102,0.092303,0.056891,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,4,96,0.88,0.37888,0.8306,0.763052,0.715371,0.579994,0.579994,0.061171,0.74596,0.056189,0.183114,0.046982,0.091252,0.063274,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,5,96,0.88,0.37888,0.8306,0.763052,0.712097,0.577599,0.577599,0.061048,0.736001,0.052132,0.184211,0.053833,0.089141,0.061995,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,6,96,0.88,0.37888,0.8306,0.763052,0.707625,0.583066,0.583066,0.049082,0.748278,0.048368,0.182353,0.049324,0.089824,0.056168,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,7,96,0.88,0.37888,0.8306,0.763052,0.698942,0.569376,0.569376,0.049431,0.756596,0.053514,0.184501,0.050742,0.090782,0.058557,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,8,96,0.88,0.37888,0.8306,0.763052,0.705983,0.572424,0.572424,0.057899,0.734082,0.053073,0.183325,0.053311,0.090331,0.061444,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,transient_shear_spike,combined_stress,minus_latency_compensation,9,96,0.88,0.37888,0.8306,0.763052,0.710492,0.581433,0.581433,0.050473,0.748041,0.05099,0.184887,0.052802,0.092011,0.058379,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,0,96,0.88,0.40095,0.8306,0.762421,0.71261,0.586359,0.586359,0.054993,0.723416,0.045951,0.185226,0.050754,0.087577,0.056998,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,1,96,0.88,0.40095,0.8306,0.762421,0.71603,0.584769,0.584769,0.061891,0.740564,0.048311,0.182546,0.051847,0.090903,0.060948,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,2,96,0.88,0.40095,0.8306,0.762421,0.700433,0.566266,0.566266,0.060111,0.728564,0.055501,0.180256,0.048854,0.089642,0.062549,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,3,96,0.88,0.40095,0.8306,0.762421,0.71296,0.577801,0.577801,0.06614,0.738056,0.050873,0.184059,0.051234,0.090525,0.063237,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,4,96,0.88,0.40095,0.8306,0.762421,0.710468,0.578031,0.578031,0.061463,0.732987,0.050496,0.184751,0.049857,0.090101,0.06129,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,5,96,0.88,0.40095,0.8306,0.762421,0.702965,0.568492,0.568492,0.060822,0.737227,0.051138,0.185868,0.054591,0.090843,0.061923,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,6,96,0.88,0.40095,0.8306,0.762421,0.710724,0.574121,0.574121,0.065689,0.73999,0.05406,0.184015,0.050836,0.085729,0.063392,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,7,96,0.88,0.40095,0.8306,0.762421,0.713535,0.577979,0.577979,0.062556,0.735175,0.054899,0.182642,0.05169,0.083815,0.062386,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,8,96,0.88,0.40095,0.8306,0.762421,0.707751,0.572643,0.572643,0.065629,0.733303,0.050962,0.182213,0.052626,0.09113,0.063346,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,latency_and_drift,combined_stress,minus_latency_compensation,9,96,0.88,0.40095,0.8306,0.762421,0.717692,0.585049,0.585049,0.061001,0.750864,0.051084,0.186205,0.049185,0.089048,0.061099,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,0,96,0.88,0.551907,0.8306,0.758103,0.705585,0.561224,0.561224,0.069753,0.726778,0.056862,0.187512,0.057509,0.093652,0.067932,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,1,96,0.88,0.551907,0.8306,0.758103,0.71503,0.566155,0.566155,0.067026,0.733249,0.06431,0.187286,0.058962,0.092118,0.069704,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,2,96,0.88,0.551907,0.8306,0.758103,0.724738,0.578068,0.578068,0.069201,0.738879,0.060495,0.186598,0.057979,0.09298,0.069051,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,3,96,0.88,0.551907,0.8306,0.758103,0.720757,0.573803,0.573803,0.070548,0.728937,0.05884,0.187909,0.059754,0.093373,0.069128,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,4,96,0.88,0.551907,0.8306,0.758103,0.704429,0.555784,0.555784,0.075069,0.732689,0.05799,0.185524,0.061227,0.0962,0.070998,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,5,96,0.88,0.551907,0.8306,0.758103,0.727243,0.578223,0.578223,0.073784,0.732012,0.061676,0.186514,0.056196,0.093013,0.070886,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,6,96,0.88,0.551907,0.8306,0.758103,0.711779,0.568018,0.568018,0.069204,0.721386,0.057435,0.183202,0.057706,0.094546,0.068144,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,7,96,0.88,0.551907,0.8306,0.758103,0.718167,0.567304,0.567304,0.073638,0.726258,0.063979,0.182866,0.059802,0.091788,0.071851,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,8,96,0.88,0.551907,0.8306,0.758103,0.708918,0.561381,0.561381,0.068394,0.734096,0.063251,0.185718,0.056308,0.092309,0.069536,minus_latency_compensation,ignores transient shear and delayed contact observations
slip_limited_grasp,compound_contact_shift,combined_stress,minus_latency_compensation,9,96,0.88,0.551907,0.8306,0.758103,0.717151,0.56778,0.56778,0.069989,0.728096,0.063786,0.187589,0.057577,0.091498,0.070262,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,0,96,0.88,0.148252,0.63,0.769648,0.695974,0.595706,0.595706,0.028996,0.764297,0.034075,0.177823,0.041458,0.080139,0.041378,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,1,96,0.88,0.148252,0.63,0.769648,0.685344,0.59077,0.59077,0.026876,0.757967,0.028672,0.176006,0.039389,0.082801,0.038877,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,2,96,0.88,0.148252,0.63,0.769648,0.691608,0.594292,0.594292,0.0301,0.751653,0.030836,0.179307,0.036148,0.082812,0.040473,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,3,96,0.88,0.148252,0.63,0.769648,0.69418,0.592986,0.592986,0.027089,0.770688,0.037429,0.175361,0.039654,0.08365,0.042456,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,4,96,0.88,0.148252,0.63,0.769648,0.69691,0.597376,0.597376,0.025931,0.750215,0.035078,0.178623,0.039975,0.081819,0.040871,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,5,96,0.88,0.148252,0.63,0.769648,0.702307,0.604135,0.604135,0.026352,0.760157,0.034292,0.179306,0.036833,0.080865,0.04023,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,6,96,0.88,0.148252,0.63,0.769648,0.696148,0.594445,0.594445,0.032007,0.757969,0.033208,0.176746,0.042166,0.08624,0.043241,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,7,96,0.88,0.148252,0.63,0.769648,0.711577,0.614531,0.614531,0.019751,0.748935,0.036026,0.177532,0.038196,0.085158,0.039553,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,8,96,0.88,0.148252,0.63,0.769648,0.701021,0.605065,0.605065,0.024491,0.767399,0.031339,0.178628,0.036729,0.089108,0.039948,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,source_matched,combined_stress,minus_latency_compensation,9,96,0.88,0.148252,0.63,0.769648,0.692036,0.591099,0.591099,0.025096,0.761449,0.039419,0.177564,0.036469,0.081162,0.041768,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,0,96,0.88,0.24945,0.63,0.766754,0.698098,0.588321,0.588321,0.039657,0.760318,0.036546,0.180817,0.044579,0.090347,0.048091,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,1,96,0.88,0.24945,0.63,0.766754,0.69769,0.586525,0.586525,0.042458,0.74273,0.036173,0.184824,0.043752,0.088573,0.0485,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,2,96,0.88,0.24945,0.63,0.766754,0.696195,0.584186,0.584186,0.036011,0.743997,0.042884,0.182637,0.042874,0.084749,0.048082,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,3,96,0.88,0.24945,0.63,0.766754,0.681313,0.568459,0.568459,0.039437,0.752635,0.042462,0.174723,0.046026,0.087648,0.049924,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,4,96,0.88,0.24945,0.63,0.766754,0.69835,0.588348,0.588348,0.035537,0.746546,0.03959,0.185362,0.042753,0.085452,0.046783,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,5,96,0.88,0.24945,0.63,0.766754,0.698769,0.584698,0.584698,0.041499,0.747966,0.042246,0.179444,0.043986,0.088169,0.050432,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,6,96,0.88,0.24945,0.63,0.766754,0.694021,0.588262,0.588262,0.033601,0.756021,0.035254,0.179222,0.044554,0.090543,0.045574,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,7,96,0.88,0.24945,0.63,0.766754,0.698997,0.589399,0.589399,0.037873,0.760972,0.040445,0.176993,0.041555,0.086581,0.047986,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,8,96,0.88,0.24945,0.63,0.766754,0.704626,0.597897,0.597897,0.035944,0.739019,0.034844,0.181332,0.045534,0.085883,0.045474,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,low_friction,combined_stress,minus_latency_compensation,9,96,0.88,0.24945,0.63,0.766754,0.705577,0.591508,0.591508,0.038314,0.746916,0.042642,0.18151,0.045505,0.089822,0.049949,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,0,96,0.88,0.285077,0.63,0.765735,0.701498,0.590231,0.590231,0.040103,0.740506,0.038167,0.179882,0.047054,0.086214,0.048362,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,1,96,0.88,0.285077,0.63,0.765735,0.690729,0.58201,0.58201,0.041746,0.747824,0.034428,0.180976,0.045341,0.084442,0.04701,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,2,96,0.88,0.285077,0.63,0.765735,0.702935,0.591528,0.591528,0.04018,0.74342,0.038654,0.182216,0.045031,0.085211,0.048191,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,3,96,0.88,0.285077,0.63,0.765735,0.697703,0.582022,0.582022,0.04118,0.750729,0.043913,0.181139,0.045798,0.084568,0.05049,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,4,96,0.88,0.285077,0.63,0.765735,0.701935,0.591015,0.591015,0.043365,0.75024,0.035314,0.180775,0.047319,0.086338,0.048436,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,5,96,0.88,0.285077,0.63,0.765735,0.711138,0.596802,0.596802,0.04293,0.749721,0.039028,0.181632,0.04862,0.088498,0.050218,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,6,96,0.88,0.285077,0.63,0.765735,0.690343,0.580772,0.580772,0.037272,0.757203,0.035798,0.183116,0.045937,0.094358,0.047854,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,7,96,0.88,0.285077,0.63,0.765735,0.701961,0.592091,0.592091,0.037098,0.746477,0.038677,0.182194,0.042052,0.091799,0.04804,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,8,96,0.88,0.285077,0.63,0.765735,0.700678,0.590589,0.590589,0.037225,0.747226,0.039052,0.182452,0.043007,0.087824,0.047605,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,soft_compliance,combined_stress,minus_latency_compensation,9,96,0.88,0.285077,0.63,0.765735,0.69292,0.583583,0.583583,0.036983,0.749029,0.037443,0.183322,0.044915,0.085691,0.046718,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,0,96,0.88,0.354668,0.63,0.763744,0.692049,0.576393,0.576393,0.046957,0.739193,0.038018,0.183074,0.047565,0.090791,0.051511,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,1,96,0.88,0.354668,0.63,0.763744,0.704238,0.589296,0.589296,0.044231,0.739494,0.03879,0.183406,0.047956,0.088647,0.050531,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,2,96,0.88,0.354668,0.63,0.763744,0.709253,0.592008,0.592008,0.04466,0.745843,0.041705,0.1832,0.047252,0.090509,0.052049,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,3,96,0.88,0.354668,0.63,0.763744,0.709771,0.59297,0.59297,0.047667,0.738708,0.039855,0.181233,0.04905,0.085753,0.051692,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,4,96,0.88,0.354668,0.63,0.763744,0.701163,0.586165,0.586165,0.044346,0.74364,0.040296,0.180673,0.045877,0.089956,0.05117,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,5,96,0.88,0.354668,0.63,0.763744,0.705526,0.590502,0.590502,0.044525,0.745458,0.039273,0.178559,0.048634,0.092332,0.051546,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,6,96,0.88,0.354668,0.63,0.763744,0.697821,0.580891,0.580891,0.042891,0.741703,0.044413,0.178181,0.047848,0.085435,0.051623,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,7,96,0.88,0.354668,0.63,0.763744,0.712805,0.600511,0.600511,0.043687,0.746942,0.034563,0.181891,0.050038,0.091913,0.049536,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,8,96,0.88,0.354668,0.63,0.763744,0.712125,0.597314,0.597314,0.040287,0.743827,0.041298,0.183728,0.048568,0.084655,0.049486,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,texture_aliasing,combined_stress,minus_latency_compensation,9,96,0.88,0.354668,0.63,0.763744,0.69737,0.582094,0.582094,0.0443,0.742585,0.039683,0.18227,0.04626,0.092273,0.051377,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,0,96,0.88,0.38602,0.63,0.762848,0.719057,0.595693,0.595693,0.058481,0.741748,0.041846,0.181699,0.0483,0.088768,0.056593,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,1,96,0.88,0.38602,0.63,0.762848,0.720928,0.593182,0.593182,0.062318,0.737388,0.042515,0.186552,0.050427,0.092199,0.058983,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,2,96,0.88,0.38602,0.63,0.762848,0.720285,0.597875,0.597875,0.056942,0.736623,0.04096,0.182226,0.050271,0.085822,0.0554,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,3,96,0.88,0.38602,0.63,0.762848,0.713711,0.587067,0.587067,0.060007,0.746225,0.045547,0.181816,0.046858,0.091182,0.058809,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,4,96,0.88,0.38602,0.63,0.762848,0.702811,0.578073,0.578073,0.061533,0.74353,0.038881,0.183432,0.052971,0.091417,0.057448,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,5,96,0.88,0.38602,0.63,0.762848,0.705797,0.585466,0.585466,0.052906,0.727857,0.040598,0.183216,0.047895,0.090395,0.054476,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,6,96,0.88,0.38602,0.63,0.762848,0.713304,0.601574,0.601574,0.049672,0.731351,0.033216,0.182394,0.044792,0.086151,0.049497,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,7,96,0.88,0.38602,0.63,0.762848,0.715635,0.592655,0.592655,0.062069,0.729044,0.038612,0.181805,0.048252,0.091991,0.05716,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,8,96,0.88,0.38602,0.63,0.762848,0.711653,0.581545,0.581545,0.06124,0.748547,0.048842,0.180661,0.049772,0.089449,0.06046,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,taxel_bias,combined_stress,minus_latency_compensation,9,96,0.88,0.38602,0.63,0.762848,0.718177,0.595127,0.595127,0.063476,0.740534,0.037064,0.181474,0.050244,0.092136,0.057275,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,0,96,0.88,0.36656,0.63,0.763404,0.715964,0.593175,0.593175,0.051243,0.72196,0.044866,0.180769,0.049271,0.091605,0.055888,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,1,96,0.88,0.36656,0.63,0.763404,0.711972,0.596195,0.596195,0.049576,0.734139,0.037803,0.179258,0.047474,0.09054,0.052266,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,2,96,0.88,0.36656,0.63,0.763404,0.703345,0.587375,0.587375,0.044718,0.737091,0.040806,0.182995,0.046301,0.088132,0.051204,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,3,96,0.88,0.36656,0.63,0.763404,0.709964,0.592095,0.592095,0.049393,0.730957,0.040479,0.180785,0.046607,0.091671,0.053337,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,4,96,0.88,0.36656,0.63,0.763404,0.696278,0.572017,0.572017,0.05257,0.741316,0.045351,0.181089,0.050563,0.091875,0.056701,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,5,96,0.88,0.36656,0.63,0.763404,0.70009,0.577867,0.577867,0.052734,0.745037,0.041321,0.184348,0.050965,0.092079,0.055302,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,6,96,0.88,0.36656,0.63,0.763404,0.71446,0.588969,0.588969,0.056288,0.74367,0.044915,0.182655,0.048933,0.092347,0.057721,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,7,96,0.88,0.36656,0.63,0.763404,0.699268,0.577104,0.577104,0.053964,0.73891,0.043419,0.18142,0.04763,0.088304,0.055505,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,8,96,0.88,0.36656,0.63,0.763404,0.709412,0.585445,0.585445,0.05469,0.73105,0.043506,0.179246,0.051927,0.092597,0.056987,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,transient_shear_spike,combined_stress,minus_latency_compensation,9,96,0.88,0.36656,0.63,0.763404,0.710489,0.589771,0.589771,0.052058,0.735693,0.04073,0.181511,0.050783,0.091403,0.054708,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,latency_and_drift,combined_stress,minus_latency_compensation,0,96,0.88,0.409484,0.63,0.762177,0.719981,0.595545,0.595545,0.059338,0.735373,0.040248,0.184044,0.050209,0.09495,0.057581,minus_latency_compensation,ignores transient shear and delayed contact observations
peg_in_hole_contact_search,latency_and_drift,combined_stress,minus_latency_compensation,1,96,0.88,0.409484,0.63,0.762177,0.706468,0.581329,0.581329,0.058171,0.741176,0.041628,0.182404,0.053245,0.091581,0.057406,minus_latency_compensation,ignores transient shear and delayed contact observations
